Prefix	Description
125.222.254.0/24	Jilin Province Education China
125.222.255.0/24	Jilin Province Education China
125.223.0.0/20	HeiLongjiang University China
125.223.16.0/21	HeiLongjiang University China
125.223.24.0/21	Heilongjiang Institute of Technology China
125.223.32.0/19	Heilongjiang Institute of Technology China
125.223.62.0/24	Heilongjiang Institute of Technology China
125.223.63.0/24	Heilongjiang Institute of Technology China
125.223.84.0/22	MuDanJiang Normal college China
125.223.112.0/20	Harbin Engineering University China
125.223.128.0/20	Changchun University Of Technology China
125.223.141.0/24	China
125.223.144.0/20	Changchun University Of Technology China
125.223.160.0/22	BaiCheng Normal College China
125.223.164.0/22	Jilin Communication Vocational Technology College China
125.223.168.0/21	TongHua Normal University China
125.223.176.0/20	Jilin Teacher's Institute of Engineering and Technology China
125.223.192.0/21	JiLin Medical College China
125.223.200.0/21	Changchun University of Traditional Chinese Medicine China
125.223.200.0/24	China
125.223.201.0/24	China
125.223.202.0/24	Changchun University of Traditional Chinese Medicine China
125.223.208.0/21	ChangChun Taxation College China
125.223.220.0/22	JiLin Grain College China
125.223.224.0/22	Journal of Jilin College of Finance and Taxation China
125.223.232.0/22	Jilin College of the arts China
125.223.236.0/22	Jilin HuaQiao Foreign Languages Institute China
125.223.240.0/22	Changchun Medical College China
125.223.244.0/22	China
125.223.248.0/22	Changchun College of Information Technology China
125.223.252.0/24	JiLin Agricultural Science & Technology College China
125.223.253.0/24	China Education and Research Network China
125.223.254.0/24	Changchun Dongfang Profession College China
125.223.255.0/24	The City College of Jilin Architectural and Civil Engineering China
155.26.64.0/24	Headquarters, USAISC United States
162.105.0.0/16	imported inetnum object for PEKING China
162.105.0.0/17	imported inetnum object for PEKING China
162.105.7.0/24	imported inetnum object for PEKING China
162.105.8.0/24	imported inetnum object for PEKING China
162.105.9.0/24	imported inetnum object for PEKING China
162.105.10.0/24	imported inetnum object for PEKING China
162.105.11.0/24	imported inetnum object for PEKING China
162.105.64.0/24	imported inetnum object for PEKING China
162.105.65.0/24	imported inetnum object for PEKING China
162.105.66.0/24	imported inetnum object for PEKING China
162.105.67.0/24	imported inetnum object for PEKING China
162.105.78.0/24	imported inetnum object for PEKING China
162.105.125.0/24	imported inetnum object for PEKING China
162.105.126.0/24	imported inetnum object for PEKING China
162.105.127.0/24	imported inetnum object for PEKING China
162.105.128.0/17	imported inetnum object for PEKING China
162.105.128.0/24	imported inetnum object for PEKING China
162.105.129.0/24	imported inetnum object for PEKING China
162.105.130.0/24	imported inetnum object for PEKING China
162.105.131.0/24	imported inetnum object for PEKING China
162.105.132.0/24	imported inetnum object for PEKING China
162.105.133.0/24	imported inetnum object for PEKING China
162.105.134.0/24	imported inetnum object for PEKING China
162.105.176.0/24	China
162.105.177.0/24	China
162.105.178.0/24	China
162.105.179.0/24	China
162.105.204.0/24	imported inetnum object for PEKING China
162.105.205.0/24	imported inetnum object for PEKING China
162.105.231.0/24	imported inetnum object for PEKING China
162.105.232.0/24	imported inetnum object for PEKING China
162.105.251.0/24	imported inetnum object for PEKING China
162.105.252.0/24	imported inetnum object for PEKING China
166.111.0.0/16	imported inetnum object for IIINT China
166.111.0.0/17	imported inetnum object for IIINT China
166.111.4.0/24	imported inetnum object for IIINT China
166.111.5.0/24	imported inetnum object for IIINT China
166.111.8.0/24	imported inetnum object for IIINT China
166.111.9.0/24	imported inetnum object for IIINT China
166.111.96.0/24	imported inetnum object for IIINT China
166.111.97.0/24	imported inetnum object for IIINT China
166.111.120.0/24	imported inetnum object for IIINT China
166.111.121.0/24	imported inetnum object for IIINT China
166.111.123.0/24	imported inetnum object for IIINT China
166.111.128.0/17	imported inetnum object for IIINT China
166.111.204.0/24	imported inetnum object for IIINT China
171.86.0.0/15	Beijing Enterprises Jetrich(Beijing) Ltd. China
175.185.0.0/16	China Education and Research Network China
175.185.0.0/20	East China University of Scince and Technology China
175.185.16.0/20	Shanghai Jiao Tong University School of Medicine China
175.185.64.0/18	Shanghai University of Finance and Economics China
175.186.0.0/15	China Education and Research Network China
175.186.0.0/17	Fudan University China
175.186.128.0/17	Fudan University China
175.187.0.0/16	Fudan University China
180.84.0.0/15	China Education and Research Network China
180.84.0.0/20	Sichuan University China
180.84.16.0/21	Sichuan University China
180.84.24.0/21	Chengdu University China
180.84.32.0/20	Chengdu University China
180.84.48.0/20	SCCM College Mianyang Arts College China
180.84.64.0/20	China
180.84.80.0/21	China
180.84.88.0/23	China Education and Research Network China
180.84.128.0/19	YunNan JiaoTong College China
180.84.192.0/20	Rongzhi College of Chongqing Technology and Business China
180.84.208.0/21	Rongzhi College of Chongqing Technology and Business China
180.84.216.0/24	China
180.84.224.0/20	Chongqing Normal University China
180.85.0.0/17	Southwest Jiaotong University China
180.85.128.0/17	Chongqing University China
180.201.0.0/16	China Education and Research Network China
180.201.0.0/19	Shandong University China
180.201.32.0/20	Binzhou Polytechnic China
180.201.48.0/20	YanTai University of CERNET Broadband China
180.201.64.0/20	Feixian of Qingdao Technological University China
180.201.80.0/21	Feixian of Qingdao Technological University China
180.201.88.0/21	Jining Medical University China
180.201.96.0/20	Shandong Heze Medical College China
180.201.192.0/19	Ocean University of China China
180.201.224.0/20	Qingdao University of Science & Technology China
180.208.0.0/15	China Education and Research Network China
180.208.0.0/19	Yangzhou University China
180.208.32.0/20	Jiangsu Jiaotong College China
180.208.48.0/21	Jiangsu Jiaotong College China
180.208.58.0/24	Xi'an Jiaotong - Liverpool University China
180.208.59.0/24	Duke Kunshan University China
180.208.65.0/24	China Education and Research Network China
180.208.66.0/23	China Education and Research Network China
180.208.68.0/23	China Education and Research Network China
180.208.70.0/24	China Education and Research Network China
180.208.104.0/21	Lianyungang Teachers College China
180.208.112.0/20	Lianyungang Teachers College China
180.208.128.0/17	Jiangnan University China
180.209.0.0/20	Nan Jing University China
180.209.16.0/20	Wuxi Institute of Technology China
180.209.32.0/19	XuZhou Vocational Institute of Architectural Technology China
180.209.64.0/19	Nanjing University of Posts and Telecommunications China
180.209.96.0/20	Nanjing University of Posts and Telecommunications China
180.209.112.0/21	Nanjing Audit University China
180.209.120.0/22	Nanjing Audit University China
180.209.124.0/23	Nanjing Audit University China
180.209.128.0/18	Xuzhou Institute of Technology China
180.209.216.0/21	Ying Tian College China
180.209.224.0/20	WuXi Institute Of Arts & Technology China
180.209.240.0/21	Nantong Textile Vocational Technology College China
180.209.248.0/22	Nantong Textile Vocational Technology College China
180.209.252.0/22	Nantong Textile Vocational Technology College China
183.168.0.0/15	China Education and Research Network China
183.168.0.0/18	Yunyang Medical College China
183.168.64.0/20	Hubei University of Economics China
183.168.96.0/19	Wuhan University of Science and Engineering China
183.168.128.0/20	Wuhan Polytechnic University China
183.168.160.0/19	Central China Normal University China
183.169.0.0/17	Central South University China
183.169.128.0/23	HeNan Police Academy China
183.169.130.0/23	HeNan Police Academy China
183.169.132.0/22	HeNan Police Academy China
183.169.136.0/21	HeNan Police Academy China
183.169.144.0/20	HeNan Police Academy China
183.169.208.0/20	Xinxiang Medical University China
183.169.224.0/19	Henan Polytechnic University China
183.170.0.0/16	China Education and Research Network China
183.170.0.0/20	Luoyang Normal University China
183.170.16.0/21	Luoyang Normal University China
183.170.24.0/21	HeNan Institute of Engineering China
183.170.32.0/20	HeNan Institute of Engineering China
183.170.48.0/20	Henan University of Science and Technology China
183.170.128.0/20	Zhongyuan Institute of Technology China
183.170.144.0/20	Xinlian College of Henan Normal University China
183.170.160.0/20	Henan Institute Of Finace & Economics China
183.170.176.0/21	Henan Institute Of Finace & Economics China
183.170.184.0/23	Shengda Business Management College of Zhengzhou Unviersity China
183.170.186.0/23	Shengda Business Management College of Zhengzhou Unviersity China
183.170.188.0/22	Shengda Business Management College of Zhengzhou Unviersity China
183.172.0.0/14	China Education and Research Network China
183.172.0.0/15	China Education and Research Network China
183.172.0.0/16	Tsinghua University China
183.172.0.0/17	Tsinghua University China
183.172.3.0/24	Tsinghua University China
183.172.128.0/17	Tsinghua University China
183.173.0.0/16	China Education and Research Network China
183.173.0.0/17	Tsinghua University China
183.173.128.0/17	China Education and Research Network China
183.174.0.0/16	Renmin University of China China
183.174.0.0/17	Renmin University of China China
183.174.128.0/17	Renmin University of China China
183.175.0.0/18	Inner Mongolia University China
183.175.128.0/19	TaiYuan University of Technology China
202.4.128.0/19	Beijing University of Chemical Technology China
202.4.128.0/20	Beijing University of Chemical Technology China
202.4.130.0/24	Beijing University of Chemical Technology China
202.4.134.0/24	Beijing University of Chemical Technology China
202.4.135.0/24	Beijing University of Chemical Technology China
202.4.136.0/24	Beijing University of Chemical Technology China
202.4.144.0/20	Beijing University of Chemical Technology China
202.4.152.0/24	Beijing University of Chemical Technology China
202.4.153.0/24	Beijing University of Chemical Technology China
202.38.2.0/24	Nanjing University China
202.38.3.0/24	Nanjing University China
202.38.64.0/18	Asia Pacific Network Information Centre China
202.38.64.0/19	The University of Science and Technology of China China
202.38.64.0/24	The University of Science and Technology of China China
202.38.99.0/24	China Education and Research Network China
202.38.104.0/24	China Education and Research Network China
202.38.105.0/24	China Education and Research Network China
202.38.108.0/22	China Education and Research Network China
202.38.110.0/24	China Education and Research Network China
202.38.112.0/21	China Education and Research Network China
202.38.140.0/23	China Education and Research Network China
202.38.184.0/21	China Education and Research Network China
202.38.192.0/18	South China University of Technology China
202.38.192.0/19	South China University of Technology China
202.38.224.0/19	South China University of Technology China
202.112.0.0/13	China Education and Research Network China
202.112.0.0/14	China Education and Research Network China
202.112.0.0/15	China Education and Research Network China
202.112.0.0/16	China Education and Research Network China
202.112.0.0/24	China Education and Research Network Backbone China
202.112.7.0/24	China Education and Research Network Backbone China
202.112.8.0/24	China Education and Research Network Backbone China
202.112.9.0/24	China Education and Research Network Backbone China
202.112.10.0/24	China Education and Research Network Backbone China
202.112.14.0/23	China Education and Research Network Backbone China
202.112.14.0/24	China Education and Research Network Backbone China
202.112.15.0/24	China Education and Research Network Backbone China
202.112.16.0/24	China Education and Research Network Backbone China
202.112.17.0/24	China Education and Research Network Backbone China
